image1,image2
2019-102-001-iris-left-direct-lg4000-1,2019_107_005_Left_R2_4
2019-102-001-iris-left-direct-lg4000-1,2019_107_005_Left_L1_0
2019-102-001-iris-left-direct-lg4000-1,2019-107-005-iris-left-cross-lg4000-3
2019_102_001_Left_L1_0,2019_107_005_Left_R2_4
2019_102_001_Left_L1_0,2019_107_005_Left_L1_0
2019_102_001_Left_L1_0,2019-107-005-iris-left-cross-lg4000-3
2019-102-001-iris-left-cross-lg4000-2,2019_107_007_Left_L1_2
2019-102-001-iris-left-cross-lg4000-2,2019_107_007_Left_R2_0
2019-102-001-iris-left-cross-lg4000-2,2019-107-007-iris-left-direct-lg4000-3
2019_102_001_Left_R1_1,2019_107_007_Left_L1_2
2019_102_001_Left_R1_1,2019_107_007_Left_R2_0
2019_102_001_Left_R1_1,2019-107-007-iris-left-direct-lg4000-3
2019-102-001-iris-left-direct-lg4000-0,2019_107_007_Left_L1_2
2019-102-001-iris-left-direct-lg4000-0,2019_107_007_Left_R2_0
2019-102-001-iris-left-direct-lg4000-0,2019-107-007-iris-left-direct-lg4000-3
2019-102-001-iris-left-cross-lg4000-1,2019-107-009-iris-left-cross-lg4000-3
2019-102-001-iris-left-cross-lg4000-1,2019_107_009_Left_L1_2
2019-102-001-iris-left-cross-lg4000-1,2019-107-009-iris-left-cross-lg4000-2
2019_102_001_Left_R1_3,2019-107-009-iris-left-cross-lg4000-3
2019_102_001_Left_R1_3,2019_107_009_Left_L1_2
2019_102_001_Left_R1_3,2019-107-009-iris-left-cross-lg4000-2
2019_102_001_Left_R2_1,2019-107-009-iris-left-cross-lg4000-3
2019_102_001_Left_R2_1,2019_107_009_Left_L1_2
2019_102_001_Left_R2_1,2019-107-009-iris-left-cross-lg4000-2
2019_102_001_Left_R2_1,2019_107_011_Left_R1_3
2019_102_001_Left_R2_1,2019-107-011-iris-left-direct-lg4000-1
2019_102_001_Left_R2_1,2019_107_011_Left_R2_2
2019_102_001_Left_L1_3,2019_107_011_Left_R1_3
2019_102_001_Left_L1_3,2019-107-011-iris-left-direct-lg4000-1
2019_102_001_Left_L1_3,2019_107_011_Left_R2_2
2019_102_001_Left_R1_0,2019_107_011_Left_R1_3
2019_102_001_Left_R1_0,2019-107-011-iris-left-direct-lg4000-1
2019_102_001_Left_R1_0,2019_107_011_Left_R2_2
2019-102-001-iris-left-cross-lg4000-2,2019_102_003_Left_R2_4
2019-102-001-iris-left-cross-lg4000-2,2019-102-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-cross-lg4000-2,2019-102-003-iris-left-cross-lg4000-2
2019-102-001-iris-left-cross-lg4000-1,2019_102_003_Left_R2_4
2019-102-001-iris-left-cross-lg4000-1,2019-102-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-cross-lg4000-1,2019-102-003-iris-left-cross-lg4000-2
2019_102_001_Left_L1_1,2019_102_003_Left_R2_4
2019_102_001_Left_L1_1,2019-102-003-iris-left-direct-lg4000-4
2019_102_001_Left_L1_1,2019-102-003-iris-left-cross-lg4000-2
2019_102_001_Left_L1_1,2019-107-013-iris-left-direct-lg4000-3
2019_102_001_Left_L1_1,2019_107_013_Left_L1_4
2019_102_001_Left_L1_1,2019_107_013_Left_R2_0
2019-102-001-iris-left-direct-lg4000-0,2019-107-013-iris-left-direct-lg4000-3
2019-102-001-iris-left-direct-lg4000-0,2019_107_013_Left_L1_4
2019-102-001-iris-left-direct-lg4000-0,2019_107_013_Left_R2_0
2019_102_001_Left_R1_1,2019-107-013-iris-left-direct-lg4000-3
2019_102_001_Left_R1_1,2019_107_013_Left_L1_4
2019_102_001_Left_R1_1,2019_107_013_Left_R2_0
2019_102_001_Left_R1_0,2019_107_015_Left_L1_2
2019_102_001_Left_R1_0,2019-107-015-iris-left-direct-lg4000-1
2019_102_001_Left_R1_0,2019_107_015_Left_R2_2
2019-102-001-iris-left-direct-lg4000-2,2019_107_015_Left_L1_2
2019-102-001-iris-left-direct-lg4000-2,2019-107-015-iris-left-direct-lg4000-1
2019-102-001-iris-left-direct-lg4000-2,2019_107_015_Left_R2_2
2019_102_001_Left_R2_4,2019_107_015_Left_L1_2
2019_102_001_Left_R2_4,2019-107-015-iris-left-direct-lg4000-1
2019_102_001_Left_R2_4,2019_107_015_Left_R2_2
2019_102_001_Left_L1_2,2019_107_017_Left_R1_2
2019_102_001_Left_L1_2,2019_107_017_Left_R2_3
2019_102_001_Left_L1_2,2019-107-017-iris-left-direct-lg4000-2
2019-102-001-iris-left-cross-lg4000-2,2019_107_017_Left_R1_2
2019-102-001-iris-left-cross-lg4000-2,2019_107_017_Left_R2_3
2019-102-001-iris-left-cross-lg4000-2,2019-107-017-iris-left-direct-lg4000-2
2019-102-001-iris-left-direct-lg4000-2,2019_107_017_Left_R1_2
2019-102-001-iris-left-direct-lg4000-2,2019_107_017_Left_R2_3
2019-102-001-iris-left-direct-lg4000-2,2019-107-017-iris-left-direct-lg4000-2
2019-102-001-iris-left-direct-lg4000-2,2019-108-001-iris-left-direct-lg4000-3
2019-102-001-iris-left-direct-lg4000-2,2019_108_001_Left_R2_0
2019-102-001-iris-left-direct-lg4000-2,2019_108_001_Left_R2_2
2019_102_001_Left_R1_3,2019-108-001-iris-left-direct-lg4000-3
2019_102_001_Left_R1_3,2019_108_001_Left_R2_0
2019_102_001_Left_R1_3,2019_108_001_Left_R2_2
2019_102_001_Left_R1_1,2019-108-001-iris-left-direct-lg4000-3
2019_102_001_Left_R1_1,2019_108_001_Left_R2_0
2019_102_001_Left_R1_1,2019_108_001_Left_R2_2
2019_102_001_Left_R2_1,2019_108_003_Left_R2_4
2019_102_001_Left_R2_1,2019-108-003-iris-left-cross-lg4000-1
2019_102_001_Left_R2_1,2019-108-003-iris-left-direct-lg4000-2
2019_102_001_Left_L1_1,2019_108_003_Left_R2_4
2019_102_001_Left_L1_1,2019-108-003-iris-left-cross-lg4000-1
2019_102_001_Left_L1_1,2019-108-003-iris-left-direct-lg4000-2
2019_102_001_Left_L1_4,2019_108_003_Left_R2_4
2019_102_001_Left_L1_4,2019-108-003-iris-left-cross-lg4000-1
2019_102_001_Left_L1_4,2019-108-003-iris-left-direct-lg4000-2
2019-102-001-iris-left-cross-lg4000-1,2019-108-005-iris-left-direct-lg4000-3
2019-102-001-iris-left-cross-lg4000-1,2019-108-005-iris-left-cross-lg4000-2
2019-102-001-iris-left-cross-lg4000-1,2019-108-005-iris-left-direct-lg4000-1
2019_102_001_Left_L1_4,2019-108-005-iris-left-direct-lg4000-3
2019_102_001_Left_L1_4,2019-108-005-iris-left-cross-lg4000-2
2019_102_001_Left_L1_4,2019-108-005-iris-left-direct-lg4000-1
2019_102_001_Left_R1_1,2019-108-005-iris-left-direct-lg4000-3
2019_102_001_Left_R1_1,2019-108-005-iris-left-cross-lg4000-2
2019_102_001_Left_R1_1,2019-108-005-iris-left-direct-lg4000-1
2019_102_001_Left_R2_2,2019_108_007_Left_R2_0
2019_102_001_Left_R2_2,2019_108_007_Left_R1_0
2019_102_001_Left_R2_2,2019_108_007_Left_L1_2
2019_102_001_Left_L1_4,2019_108_007_Left_R2_0
2019_102_001_Left_L1_4,2019_108_007_Left_R1_0
2019_102_001_Left_L1_4,2019_108_007_Left_L1_2
2019_102_001_Left_L1_0,2019_108_007_Left_R2_0
2019_102_001_Left_L1_0,2019_108_007_Left_R1_0
2019_102_001_Left_L1_0,2019_108_007_Left_L1_2
2019_102_001_Left_R2_4,2019-108-009-iris-left-direct-lg4000-3
2019_102_001_Left_R2_4,2019-108-009-iris-left-cross-lg4000-4
2019_102_001_Left_R2_4,2019-108-009-iris-left-direct-lg4000-2
2019_102_001_Left_R1_3,2019-108-009-iris-left-direct-lg4000-3
2019_102_001_Left_R1_3,2019-108-009-iris-left-cross-lg4000-4
2019_102_001_Left_R1_3,2019-108-009-iris-left-direct-lg4000-2
2019-102-001-iris-left-direct-lg4000-1,2019-108-009-iris-left-direct-lg4000-3
2019-102-001-iris-left-direct-lg4000-1,2019-108-009-iris-left-cross-lg4000-4
2019-102-001-iris-left-direct-lg4000-1,2019-108-009-iris-left-direct-lg4000-2
2019_102_001_Left_R2_1,2019_108_011_Left_R2_4
2019_102_001_Left_R2_1,2019_108_011_Left_R1_4
2019_102_001_Left_R2_1,2019_108_011_Left_L1_4
2019_102_001_Left_R2_4,2019_108_011_Left_R2_4
2019_102_001_Left_R2_4,2019_108_011_Left_R1_4
2019_102_001_Left_R2_4,2019_108_011_Left_L1_4
2019_102_001_Left_L1_2,2019_108_011_Left_R2_4
2019_102_001_Left_L1_2,2019_108_011_Left_R1_4
2019_102_001_Left_L1_2,2019_108_011_Left_L1_4
2019_102_001_Left_R2_2,2019-108-013-iris-left-direct-lg4000-4
2019_102_001_Left_R2_2,2019-108-013-iris-left-direct-lg4000-0
2019_102_001_Left_R2_2,2019_108_013_Left_R1_3
2019_102_001_Left_R1_1,2019-108-013-iris-left-direct-lg4000-4
2019_102_001_Left_R1_1,2019-108-013-iris-left-direct-lg4000-0
2019_102_001_Left_R1_1,2019_108_013_Left_R1_3
2019_102_001_Left_R1_0,2019-108-013-iris-left-direct-lg4000-4
2019_102_001_Left_R1_0,2019-108-013-iris-left-direct-lg4000-0
2019_102_001_Left_R1_0,2019_108_013_Left_R1_3
2019_102_001_Left_R1_4,2019-102-005-iris-left-cross-lg4000-3
2019_102_001_Left_R1_4,2019-102-005-iris-left-cross-lg4000-4
2019_102_001_Left_R1_4,2019_102_005_Left_R2_0
2019-102-001-iris-left-cross-lg4000-2,2019-102-005-iris-left-cross-lg4000-3
2019-102-001-iris-left-cross-lg4000-2,2019-102-005-iris-left-cross-lg4000-4
2019-102-001-iris-left-cross-lg4000-2,2019_102_005_Left_R2_0
2019-102-001-iris-left-cross-lg4000-1,2019-102-005-iris-left-cross-lg4000-3
2019-102-001-iris-left-cross-lg4000-1,2019-102-005-iris-left-cross-lg4000-4
2019-102-001-iris-left-cross-lg4000-1,2019_102_005_Left_R2_0
2019-102-001-iris-left-direct-lg4000-2,2019_108_015_Left_L1_2
2019-102-001-iris-left-direct-lg4000-2,2019_108_015_Left_R1_4
2019-102-001-iris-left-direct-lg4000-2,2019_108_015_Left_L1_4
2019_102_001_Left_R1_2,2019_108_015_Left_L1_2
2019_102_001_Left_R1_2,2019_108_015_Left_R1_4
2019_102_001_Left_R1_2,2019_108_015_Left_L1_4
2019-102-001-iris-left-cross-lg4000-2,2019_108_015_Left_L1_2
2019-102-001-iris-left-cross-lg4000-2,2019_108_015_Left_R1_4
2019-102-001-iris-left-cross-lg4000-2,2019_108_015_Left_L1_4
2019_102_001_Left_R2_0,2019-108-017-iris-left-cross-lg4000-0
2019_102_001_Left_R2_0,2019_108_017_Left_R2_4
2019_102_001_Left_R2_0,2019-108-017-iris-left-cross-lg4000-3
2019_102_001_Left_L1_2,2019-108-017-iris-left-cross-lg4000-0
2019_102_001_Left_L1_2,2019_108_017_Left_R2_4
2019_102_001_Left_L1_2,2019-108-017-iris-left-cross-lg4000-3
2019_102_001_Left_R2_1,2019-108-017-iris-left-cross-lg4000-0
2019_102_001_Left_R2_1,2019_108_017_Left_R2_4
2019_102_001_Left_R2_1,2019-108-017-iris-left-cross-lg4000-3
2019_102_001_Left_R2_1,2019-108-019-iris-left-cross-lg4000-3
2019_102_001_Left_R2_1,2019-108-019-iris-left-direct-lg4000-4
2019_102_001_Left_R2_1,2019_108_019_Left_L1_3
2019_102_001_Left_L1_2,2019-108-019-iris-left-cross-lg4000-3
2019_102_001_Left_L1_2,2019-108-019-iris-left-direct-lg4000-4
2019_102_001_Left_L1_2,2019_108_019_Left_L1_3
2019_102_001_Left_L1_4,2019-108-019-iris-left-cross-lg4000-3
2019_102_001_Left_L1_4,2019-108-019-iris-left-direct-lg4000-4
2019_102_001_Left_L1_4,2019_108_019_Left_L1_3
2019-102-001-iris-left-direct-lg4000-2,2019_109_001_Left_R2_3
2019-102-001-iris-left-direct-lg4000-2,2019-109-001-iris-left-direct-lg4000-3
2019-102-001-iris-left-direct-lg4000-2,2019_109_001_Left_R1_1
2019_102_001_Left_R1_3,2019_109_001_Left_R2_3
2019_102_001_Left_R1_3,2019-109-001-iris-left-direct-lg4000-3
2019_102_001_Left_R1_3,2019_109_001_Left_R1_1
2019-102-001-iris-left-cross-lg4000-0,2019_109_001_Left_R2_3
2019-102-001-iris-left-cross-lg4000-0,2019-109-001-iris-left-direct-lg4000-3
2019-102-001-iris-left-cross-lg4000-0,2019_109_001_Left_R1_1
2019-102-001-iris-left-direct-lg4000-2,2019_109_003_Left_R2_0
2019-102-001-iris-left-direct-lg4000-2,2019-109-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-direct-lg4000-2,2019_109_003_Left_R1_1
2019_102_001_Left_R2_0,2019_109_003_Left_R2_0
2019_102_001_Left_R2_0,2019-109-003-iris-left-direct-lg4000-4
2019_102_001_Left_R2_0,2019_109_003_Left_R1_1
2019-102-001-iris-left-direct-lg4000-0,2019_109_003_Left_R2_0
2019-102-001-iris-left-direct-lg4000-0,2019-109-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-direct-lg4000-0,2019_109_003_Left_R1_1
2019_102_001_Left_R2_3,2019_109_005_Left_L1_1
2019_102_001_Left_R2_3,2019_109_005_Left_R2_4
2019_102_001_Left_R2_3,2019-109-005-iris-left-direct-lg4000-0
2019_102_001_Left_L1_0,2019_109_005_Left_L1_1
2019_102_001_Left_L1_0,2019_109_005_Left_R2_4
2019_102_001_Left_L1_0,2019-109-005-iris-left-direct-lg4000-0
2019-102-001-iris-left-direct-lg4000-1,2019_109_005_Left_L1_1
2019-102-001-iris-left-direct-lg4000-1,2019_109_005_Left_R2_4
2019-102-001-iris-left-direct-lg4000-1,2019-109-005-iris-left-direct-lg4000-0
2019_102_001_Left_R2_1,2019_110_001_Left_R1_4
2019_102_001_Left_R2_1,2019_110_001_Left_L1_0
2019_102_001_Left_R2_1,2019_110_001_Left_R1_0
2019_102_001_Left_R2_0,2019_110_001_Left_R1_4
2019_102_001_Left_R2_0,2019_110_001_Left_L1_0
2019_102_001_Left_R2_0,2019_110_001_Left_R1_0
2019-102-001-iris-left-cross-lg4000-0,2019_110_001_Left_R1_4
2019-102-001-iris-left-cross-lg4000-0,2019_110_001_Left_L1_0
2019-102-001-iris-left-cross-lg4000-0,2019_110_001_Left_R1_0
2019-102-001-iris-left-cross-lg4000-0,2019-110-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-cross-lg4000-0,2019-110-003-iris-left-direct-lg4000-2
2019-102-001-iris-left-cross-lg4000-0,2019-110-003-iris-left-cross-lg4000-1
2019-102-001-iris-left-direct-lg4000-0,2019-110-003-iris-left-direct-lg4000-4
2019-102-001-iris-left-direct-lg4000-0,2019-110-003-iris-left-direct-lg4000-2
2019-102-001-iris-left-direct-lg4000-0,2019-110-003-iris-left-cross-lg4000-1
2019_102_001_Left_R1_0,2019-110-003-iris-left-direct-lg4000-4
2019_102_001_Left_R1_0,2019-110-003-iris-left-direct-lg4000-2
2019_102_001_Left_R1_0,2019-110-003-iris-left-cross-lg4000-1
2019_102_001_Left_L1_1,2019-111-001-iris-left-cross-lg4000-2
2019_102_001_Left_L1_1,2019_111_001_Left_R2_4
2019_102_001_Left_L1_1,2019_111_001_Left_R1_1
2019_102_001_Left_R2_2,2019-111-001-iris-left-cross-lg4000-2
2019_102_001_Left_R2_2,2019_111_001_Left_R2_4
2019_102_001_Left_R2_2,2019_111_001_Left_R1_1
2019-102-001-iris-left-cross-lg4000-2,2019-111-001-iris-left-cross-lg4000-2
2019-102-001-iris-left-cross-lg4000-2,2019_111_001_Left_R2_4
2019-102-001-iris-left-cross-lg4000-2,2019_111_001_Left_R1_1
2019-102-001-iris-left-cross-lg4000-2,2019-112-001-iris-left-cross-lg4000-4
2019-102-001-iris-left-cross-lg4000-2,2019_112_001_Left_R2_1
2019-102-001-iris-left-cross-lg4000-2,2019_112_001_Left_R1_0
2019_102_001_Left_R2_1,2019-112-001-iris-left-cross-lg4000-4
2019_102_001_Left_R2_1,2019_112_001_Left_R2_1
2019_102_001_Left_R2_1,2019_112_001_Left_R1_0
2019-102-001-iris-left-direct-lg4000-1,2019-112-001-iris-left-cross-lg4000-4
2019-102-001-iris-left-direct-lg4000-1,2019_112_001_Left_R2_1
2019-102-001-iris-left-direct-lg4000-1,2019_112_001_Left_R1_0
2019_102_001_Left_R2_1,2019_102_007_Left_R1_1
2019_102_001_Left_R2_1,2019_102_007_Left_R1_4
2019_102_001_Left_R2_1,2019_102_007_Left_L1_3
2019-102-001-iris-left-direct-lg4000-2,2019_102_007_Left_R1_1
2019-102-001-iris-left-direct-lg4000-2,2019_102_007_Left_R1_4
2019-102-001-iris-left-direct-lg4000-2,2019_102_007_Left_L1_3
2019_102_001_Left_L1_2,2019_102_007_Left_R1_1
2019_102_001_Left_L1_2,2019_102_007_Left_R1_4
2019_102_001_Left_L1_2,2019_102_007_Left_L1_3
2019_102_001_Left_L1_0,2019_112_003_Left_R2_3
2019_102_001_Left_L1_0,2019-112-003-iris-left-direct-lg4000-4
2019_102_001_Left_L1_0,2019_112_003_Left_L1_3
2019_102_001_Left_R2_1,2019_112_003_Left_R2_3
2019_102_001_Left_R2_1,2019-112-003-iris-left-direct-lg4000-4
2019_102_001_Left_R2_1,2019_112_003_Left_L1_3
2019_102_001_Left_R2_4,2019_112_003_Left_R2_3
2019_102_001_Left_R2_4,2019-112-003-iris-left-direct-lg4000-4
2019_102_001_Left_R2_4,2019_112_003_Left_L1_3
2019_102_001_Left_R2_4,2019_112_005_Left_R1_1
2019_102_001_Left_R2_4,2019_112_005_Left_L1_4
2019_102_001_Left_R2_4,2019-112-005-iris-left-cross-lg4000-3
2019_102_001_Left_R1_0,2019_112_005_Left_R1_1
2019_102_001_Left_R1_0,2019_112_005_Left_L1_4
2019_102_001_Left_R1_0,2019-112-005-iris-left-cross-lg4000-3
2019_102_001_Left_R1_3,2019_112_005_Left_R1_1
2019_102_001_Left_R1_3,2019_112_005_Left_L1_4
2019_102_001_Left_R1_3,2019-112-005-iris-left-cross-lg4000-3
2019_102_001_Left_L1_1,2019_112_007_Left_L1_1
2019_102_001_Left_L1_1,2019-112-007-iris-left-cross-lg4000-0
2019_102_001_Left_L1_1,2019_112_007_Left_R1_4
2019_102_001_Left_R2_4,2019_112_007_Left_L1_1
2019_102_001_Left_R2_4,2019-112-007-iris-left-cross-lg4000-0
2019_102_001_Left_R2_4,2019_112_007_Left_R1_4
2019-102-001-iris-left-cross-lg4000-2,2019_112_007_Left_L1_1
2019-102-001-iris-left-cross-lg4000-2,2019-112-007-iris-left-cross-lg4000-0
2019-102-001-iris-left-cross-lg4000-2,2019_112_007_Left_R1_4
2019_102_001_Left_R2_1,2019-112-009-iris-left-direct-lg4000-2
2019_102_001_Left_R2_1,2019-112-009-iris-left-cross-lg4000-0
2019_102_001_Left_R2_1,2019-112-009-iris-left-cross-lg4000-2
2019_102_001_Left_L1_1,2019-112-009-iris-left-direct-lg4000-2
2019_102_001_Left_L1_1,2019-112-009-iris-left-cross-lg4000-0
2019_102_001_Left_L1_1,2019-112-009-iris-left-cross-lg4000-2
2019_102_001_Left_R2_2,2019-112-009-iris-left-direct-lg4000-2
2019_102_001_Left_R2_2,2019-112-009-iris-left-cross-lg4000-0
2019_102_001_Left_R2_2,2019-112-009-iris-left-cross-lg4000-2
2019_102_001_Left_R2_4,2019-113-001-iris-left-cross-lg4000-2
2019_102_001_Left_R2_4,2019-113-001-iris-left-cross-lg4000-1
2019_102_001_Left_R2_4,2019_113_001_Left_L1_0
2019-102-001-iris-left-cross-lg4000-1,2019-113-001-iris-left-cross-lg4000-2
2019-102-001-iris-left-cross-lg4000-1,2019-113-001-iris-left-cross-lg4000-1
2019-102-001-iris-left-cross-lg4000-1,2019_113_001_Left_L1_0
2019_102_001_Left_L1_1,2019-113-001-iris-left-cross-lg4000-2
2019_102_001_Left_L1_1,2019-113-001-iris-left-cross-lg4000-1
2019_102_001_Left_L1_1,2019_113_001_Left_L1_0
2019-102-001-iris-left-cross-lg4000-2,2019-113-003-iris-left-direct-lg4000-3
2019-102-001-iris-left-cross-lg4000-2,2019_113_003_Left_R2_1
2019-102-001-iris-left-cross-lg4000-2,2019_113_003_Left_R1_0
2019_102_001_Left_R2_0,2019-113-003-iris-left-direct-lg4000-3
2019_102_001_Left_R2_0,2019_113_003_Left_R2_1
2019_102_001_Left_R2_0,2019_113_003_Left_R1_0
2019_102_001_Left_L1_1,2019-113-003-iris-left-direct-lg4000-3
2019_102_001_Left_L1_1,2019_113_003_Left_R2_1
2019_102_001_Left_L1_1,2019_113_003_Left_R1_0
2019_102_001_Left_L1_0,2019_113_005_Left_R2_3
2019_102_001_Left_L1_0,2019_113_005_Left_R1_3
2019_102_001_Left_L1_0,2019_113_005_Left_R1_0
2019_102_001_Left_R2_1,2019_113_005_Left_R2_3
2019_102_001_Left_R2_1,2019_113_005_Left_R1_3
2019_102_001_Left_R2_1,2019_113_005_Left_R1_0
2019-102-001-iris-left-direct-lg4000-1,2019_113_005_Left_R2_3
2019-102-001-iris-left-direct-lg4000-1,2019_113_005_Left_R1_3
2019-102-001-iris-left-direct-lg4000-1,2019_113_005_Left_R1_0
2019_102_001_Left_L1_1,2019-113-007-iris-left-direct-lg4000-1
2019_102_001_Left_L1_1,2019-113-007-iris-left-cross-lg4000-3
2019_102_001_Left_L1_1,2019_113_007_Left_R2_1
2019_102_001_Left_R1_4,2019-113-007-iris-left-direct-lg4000-1
2019_102_001_Left_R1_4,2019-113-007-iris-left-cross-lg4000-3
2019_102_001_Left_R1_4,2019_113_007_Left_R2_1
2019_102_001_Left_R1_2,2019-113-007-iris-left-direct-lg4000-1
2019_102_001_Left_R1_2,2019-113-007-iris-left-cross-lg4000-3
2019_102_001_Left_R1_2,2019_113_007_Left_R2_1
2019_102_001_Left_R1_2,2019_113_009_Left_L1_4
2019_102_001_Left_R1_2,2019_113_009_Left_R1_0
2019_102_001_Left_R1_2,2019_113_009_Left_R2_4
2019_102_001_Left_R1_0,2019_113_009_Left_L1_4
2019_102_001_Left_R1_0,2019_113_009_Left_R1_0
2019_102_001_Left_R1_0,2019_113_009_Left_R2_4
2019_102_001_Left_R2_4,2019_113_009_Left_L1_4
2019_102_001_Left_R2_4,2019_113_009_Left_R1_0
2019_102_001_Left_R2_4,2019_113_009_Left_R2_4
2019-102-001-iris-left-cross-lg4000-1,2019_114_001_Left_L1_3
2019-102-001-iris-left-cross-lg4000-1,2019_114_001_Left_R2_4
2019-102-001-iris-left-cross-lg4000-1,2019_114_001_Left_L1_1
2019-102-001-iris-left-direct-lg4000-0,2019_114_001_Left_L1_3
2019-102-001-iris-left-direct-lg4000-0,2019_114_001_Left_R2_4
2019-102-001-iris-left-direct-lg4000-0,2019_114_001_Left_L1_1
2019_102_001_Left_R2_4,2019_114_001_Left_L1_3
2019_102_001_Left_R2_4,2019_114_001_Left_R2_4
2019_102_001_Left_R2_4,2019_114_001_Left_L1_1
2019-102-001-iris-left-direct-lg4000-0,2019-105-001-iris-left-direct-lg4000-1
2019-102-001-iris-left-direct-lg4000-0,2019_105_001_Left_R1_2
2019-102-001-iris-left-direct-lg4000-0,2019_105_001_Left_L1_4
2019_102_001_Left_L1_1,2019-105-001-iris-left-direct-lg4000-1
2019_102_001_Left_L1_1,2019_105_001_Left_R1_2
2019_102_001_Left_L1_1,2019_105_001_Left_L1_4
2019_102_001_Left_L1_0,2019-105-001-iris-left-direct-lg4000-1
2019_102_001_Left_L1_0,2019_105_001_Left_R1_2
2019_102_001_Left_L1_0,2019_105_001_Left_L1_4
2019-102-001-iris-left-direct-lg4000-1,2019-114-003-iris-left-direct-lg4000-3
